x,y,z,roll,pitch,yaw
239.623291015625,92.17532348632812,0.5734333395957947,0.0,0.0,-88.60533905029297
244.31658935546875,64.27371978759766,0.29999998211860657,0.0,0.0,-88.60674285888672
94.88572692871094,-195.11968994140625,0.27530714869499207,0.0,0.0,1.4395443201065063
138.32861328125,-6.351933002471924,0.27530714869499207,0.0,0.0,-179.1441650390625
-74.54647064208984,-148.4326934814453,0.27530714869499207,0.0,0.0,-88.4347152709961
79.49516296386719,-71.6148452758789,8.305596351623535,2.001043064581154e-08,-0.19039833545684814,92.02408599853516
242.7023162841797,129.078125,1.3528071641921997,0.0,0.0,-88.60674285888672
-36.63099670410156,-194.92361450195312,0.27530714869499207,0.0,0.0,1.439546823501587
-99.6201171875,-140.34010314941406,0.699999988079071,8.338548185271577e-10,0.8487670421600342,-178.77268981933594
-9.441488265991211,91.99429321289062,0.27530714869499207,0.0,0.0,89.63746643066406
-2.6483113765716553,-50.37135314941406,0.27530714869499207,0.0,0.0,92.00418853759766
-28.24283790588379,-198.42250061035156,0.27530714869499207,0.0,0.0,1.4395438432693481
7.903517723083496,-57.52961349487305,0.27530714869499207,0.0,0.0,-88.58641815185547
-21.252513885498047,11.105012893676758,0.27530714869499207,0.0,0.0,61.806827545166016
-5.924473762512207,102.77865600585938,0.27530714869499207,0.0,0.0,89.63746643066406
-18.582256317138672,-204.67431640625,0.27530714869499207,0.0,0.0,-178.5604705810547
117.0642318725586,-194.39999389648438,0.27530714869499207,0.0,0.0,0.0
-148.98947143554688,-36.040218353271484,0.4235570430755615,0.0,0.0,90.02982330322266
-4.364792346954346,-126.3371810913086,0.27530714869499207,0.0,0.0,91.41353607177734
5.794488906860352,167.55609130859375,0.27530714869499207,0.0,0.0,-90.36254119873047
183.28529357910156,6.3087615966796875,0.27530714869499207,0.0,0.0,0.8558040261268616
-5.70527982711792,185.72886657714844,0.27530714869499207,0.0,0.0,89.63746643066406
-55.04970169067383,0.5458329319953918,0.27530714869499207,0.0,0.0,1.6669410467147827
151.35726928710938,-182.78427124023438,0.5999999642372131,1.0689831952959139e-07,3.2941181659698486,90.9964828491211
84.18406677246094,-105.19170379638672,8.305596351623535,0.0,0.0,-87.97588348388672
127.07760620117188,-3.0823497772216797,0.27530714869499207,0.0,0.0,-179.1441650390625
49.91403579711914,-7.778184413909912,0.27530714869499207,0.0,0.0,-179.1441650390625
201.24911499023438,6.3087615966796875,0.27530714869499207,0.0,0.0,0.8558040261268616
-20.467727661132812,0.3515026867389679,0.27530714869499207,0.0,0.0,81.80699920654297
150.3661346435547,-125.78666687011719,8.305596351623535,0.0,0.0,90.9964828491211
-13.384322166442871,193.564453125,0.27530714869499207,0.0,0.0,179.85699462890625
-6.446169853210449,-79.05502319335938,0.27530714869499207,0.0,0.0,92.00418853759766
34.73466110229492,-196.6313018798828,0.27530714869499207,0.0,0.0,1.4395438432693481
-74.38717651367188,-18.55011749267578,0.27530714869499207,-1.3340459403821114e-08,-0.34827134013175964,-90.15623474121094
71.68151092529297,-202.6446990966797,0.27530714869499207,0.0,0.0,-178.5604705810547
-49.19198989868164,203.18687438964844,0.27530714869499207,0.0,0.0,12.333569526672363
26.509408950805664,7.425339698791504,0.27530714869499207,0.0,0.0,-13.668415069580078
2.2945592403411865,176.87823486328125,0.27530714869499207,0.0,0.0,-90.36254119873047
117.40164947509766,-205.05718994140625,0.27530714869499207,0.0,0.0,-178.5604705810547
128.56423950195312,-190.39999389648438,0.27530714869499207,0.0,0.0,0.0
-31.32554054260254,131.2431640625,0.27530714869499207,0.0,0.0,178.70315551757812
-88.45661163330078,-33.56875991821289,0.27530714869499207,0.0,-0.47180211544036865,89.84374237060547
